weight,height,size
65,165.1,M
53,160.02,M
54,165.1,XXS
49,160.02,XXS
52,162.56,XXS
56,160.02,M
58,172.72,S
56,170.18,L
67,160.02,XXXL
58,167.64,S
54,160.02,S
48,154.94,XXS
54,157.48,S
70,175.26,XL
53,167.64,XXS
65,170.18,L
68,165.1,XL
52,160.02,S
58,160.02,M
65,162.56,XL
52,170.18,S
56,175.26,M
52,157.48,M
63,170.18,M
61,170.18,M
52,160.02,S
63,162.56,XL
58,172.72,XL
77,175.26,XXXL
63,157.48,XL
58,167.64,S
56,162.56,S
52,167.64,XXS
52,162.56,S
58,170.18,M
68,177.8,XL
59,160.02,XL
68,177.8,XXXL
51,162.56,XXS
56,162.56,M
70,165.1,XL
81,162.56,XXXL
68,177.8,XXXL
63,157.48,XXXL
59,162.56,XL
63,170.18,M
70,170.18,XXXL
53,154.94,S
61,165.1,XL
58,162.56,M
54,170.18,S
61,167.64,XXS
56,167.64,L
81,175.26,XXXL
72,165.1,XXXL
64,167.64,XL
44,160.02,XXS
56,167.64,L
52,167.64,M
56,162.56,XXS
79,172.72,L
51,160.02,S
48,157.48,S
70,177.8,XL
56,154.94,M
54,160.02,XXS
72,175.26,XL
43,147.32,S
49,162.56,XXS
56,157.48,S
58,165.1,M
47,152.4,XXS
59,170.18,M
63,170.18,XL
58,162.56,L
58,170.18,M
77,170.18,XL
52,160.02,S
58,157.48,XL
86,167.64,XL
72,167.64,XXXL
68,177.8,XL
58,157.48,XXXL
72,160.02,XL
62,165.1,XL
65,175.26,XXS
61,175.26,XL
72,162.56,XXXL
63,162.56,M
58,170.18,S
56,162.56,M
70,177.8,XL
48,160.02,S
57,162.56,M
63,167.64,L
65,154.94,XL
61,154.94,XL
58,165.1,M
65,170.18,XXXL
54,165.1,S
56,172.72,S
68,172.72,XXXL
63,165.1,S
43,152.4,S
56,170.18,S
72,177.8,XXXL
70,170.18,XXXL
49,154.94,S
68,167.64,XXXL
61,165.1,M
99,167.64,XXXL
63,167.64,L
54,167.64,M
63,175.26,XL
68,180.34,M
60,172.72,M
50,160.02,S
56,167.64,M
61,167.64,S
63,175.26,XL
58,167.64,M
71,172.72,XXXL
54,170.18,M
70,175.26,XL
54,172.72,S
65,172.72,S
63,162.56,L
59,162.56,L
63,162.56,L
65,170.18,L
62,165.1,M
49,157.48,XXS
52,157.48,M
98,175.26,XXXL
61,160.02,M
58,175.26,L
52,157.48,S
97,172.72,XXXL
58,175.26,S
56,177.8,S
58,152.4,M
65,167.64,XL
63,170.18,M
48,162.56,XXS
65,165.1,L
56,165.1,M
61,160.02,XL
72,162.56,XXXL
52,157.48,M
60,167.64,M
77,165.1,XL
58,157.48,XL
54,162.56,S
65,165.1,XL
58,172.72,M
56,162.56,L
68,175.26,XL
65,165.1,XL
58,165.1,M
58,175.26,S
63,162.56,L
61,165.1,M
63,170.18,M
77,182.88,XXXL
61,170.18,M
61,162.56,XL
56,170.18,S
47,162.56,XXS
52,167.64,L
61,165.1,M
56,157.48,M
56,170.18,M
56,162.56,XL
79,157.48,XXXL
83,180.34,XXXL
58,165.1,XL
54,167.64,S
58,175.26,S
63,162.56,M
54,162.56,S
58,170.18,M
68,170.18,XL
54,162.56,S
53,160.02,S
65,180.34,XL
55,170.18,XXS
97,154.94,XXXL
52,157.48,S
61,170.18,S
56,165.1,M
54,152.4,M
70,172.72,XL
51,157.48,S
61,165.1,M
66,154.94,M
49,162.56,XXS
58,165.1,S
54,157.48,S
53,160.02,S
68,172.72,L
53,162.56,XXS
74,187.96,XXXL
73,175.26,XL
67,172.72,XL
61,172.72,M
47,149.86,S
68,175.26,XL
68,175.26,XL
54,162.56,S
70,167.64,XL
47,152.4,XXS
53,162.56,S
52,162.56,XXS
58,170.18,M
62,162.56,M
55,167.64,M
60,170.18,M
63,162.56,S
52,160.02,S
71,180.34,L
65,160.02,XL
61,162.56,XL
74,172.72,XXXL
72,160.02,XXXL
58,165.1,M
72,167.64,XL
102,165.1,XXXL
65,170.18,XL
72,167.64,XXXL
54,165.1,S
52,167.64,XXS
63,157.48,XL
53,165.1,M
81,167.64,XXXL
54,152.4,XXS
48,162.56,S
72,165.1,XXXL
52,157.48,M
65,170.18,XL
55,160.02,M
59,167.64,S
76,175.26,XXXL
63,172.72,M
47,149.86,XXS
49,167.64,S
52,157.48,XXS
52,157.48,S
47,154.94,S
61,170.18,XL
65,177.8,L
57,160.02,L
65,172.72,XL
53,160.02,M
58,160.02,XXXL
53,154.94,S
79,170.18,XXXL
72,170.18,XXXL
63,172.72,XL
65,172.72,XL
61,157.48,M
43,152.4,XXS
62,165.1,M
79,160.02,XXXL
56,175.26,M
56,167.64,S
54,172.72,S
52,160.02,M
60,160.02,M
55,160.02,M
70,167.64,XXXL
61,165.1,M
56,165.1,S
61,165.1,M
58,167.64,M
54,162.56,XXS
65,170.18,XL
65,172.72,L
63,172.72,XXXL
58,177.8,S
73,177.8,XXXL
77,157.48,XXXL
52,157.48,S
58,172.72,M
54,160.02,M
65,170.18,L
56,167.64,M
72,162.56,XXXL
74,170.18,XXXL
58,154.94,M
63,160.02,XL
64,175.26,L
54,160.02,M
68,175.26,XXXL
63,165.1,XL
54,162.56,M
62,170.18,M
58,167.64,M
98,160.02,XXXL
72,160.02,XXXL
56,162.56,M
74,172.72,XXXL
58,160.02,M
72,182.88,XXXL
63,170.18,M
56,162.56,M
58,160.02,S
74,162.56,XXXL
61,170.18,M
77,165.1,XL
61,175.26,S
49,157.48,S
58,160.02,L
65,167.64,XL
61,144.78,M
61,165.1,L
53,160.02,S
65,167.64,XXXL
63,175.26,XL
53,167.64,XXS
58,154.94,L
69,172.72,XL
68,160.02,XXXL
77,177.8,XL
83,160.02,XXXL
54,170.18,XXS
46,160.02,S
68,172.72,XL
61,170.18,M
71,165.1,XL
108,177.8,XXXL
61,160.02,L
48,167.64,XXS
65,157.48,M
63,167.64,M
58,165.1,XL
55,157.48,S
63,160.02,M
58,172.72,S
56,157.48,S
47,157.48,XXS
71,170.18,XXXL
56,162.56,S
61,167.64,L
66,162.56,L
99,180.34,XXXL
74,170.18,XL
52,160.02,XXS
88,167.64,XXXL
56,165.1,S
58,165.1,M
54,165.1,M
67,177.8,XL
72,170.18,XXXL
56,167.64,L
68,167.64,M
63,167.64,XL
72,180.34,XXXL
65,162.56,XXXL
61,162.56,XL
68,157.48,XL
68,157.48,XXXL
59,162.56,XXXL
61,175.26,M
58,157.48,S
70,165.1,XXXL
46,160.02,S
63,165.1,M
49,152.4,S
56,157.48,M
65,165.1,XXXL
54,167.64,S
77,165.1,XXXL
56,165.1,M
78,177.8,L
63,165.1,XL
56,160.02,L
62,175.26,M
61,170.18,M
49,160.02,S
63,170.18,L
58,165.1,M
63,172.72,L
63,170.18,L
54,165.1,S
52,154.94,M
70,167.64,XXXL
54,162.56,M
65,162.56,XXXL
52,170.18,XXS
58,167.64,M
58,165.1,M
61,175.26,L
88,177.8,XXXL
81,165.1,XXXL
56,162.56,S
61,165.1,XL
56,162.56,M
58,170.18,S
65,167.64,XXXL
57,172.72,M
68,167.64,XL
51,160.02,S
51,162.56,S
65,165.1,XXXL
54,157.48,S
49,165.1,XXS
56,165.1,XL
56,172.72,XXS
63,172.72,M
47,160.02,S
81,180.34,XL
51,167.64,S
54,170.18,S
57,160.02,XL
68,162.56,XXXL
50,160.02,XXS
74,160.02,XL
52,160.02,S
54,160.02,M
68,,XXXL
79,180.34,XXXL
76,172.72,XL
52,157.48,XXS
63,167.64,M
86,170.18,XXXL
58,162.56,S
54,165.1,XL
60,170.18,XXXL
56,162.56,S
70,170.18,L
56,162.56,M
56,170.18,M
48,162.56,XXS
72,170.18,XL
61,165.1,S
65,170.18,L
54,162.56,XXS
74,170.18,XXXL
56,170.18,M
63,165.1,XL
55,154.94,S
77,170.18,XXXL
55,154.94,L
54,152.4,S
56,165.1,S
68,172.72,M
63,170.18,L
72,175.26,XL
68,170.18,XL
61,165.1,XXXL
54,162.56,S
61,172.72,M
68,165.1,XL
47,154.94,S
56,172.72,M
63,167.64,L
56,162.56,S
52,162.56,S
52,167.64,S
50,160.02,M
52,152.4,S
58,175.26,S
54,162.56,S
72,154.94,XXXL
74,187.96,XL
53,149.86,S
57,162.56,S
61,157.48,XXXL
58,165.1,S
65,167.64,M
58,162.56,M
79,162.56,XXXL
61,165.1,M
77,162.56,XXXL
56,160.02,S
104,170.18,XXXL
58,149.86,L
97,160.02,XXXL
54,170.18,M
58,172.72,M
52,152.4,XXS
65,167.64,XL
58,170.18,M
68,177.8,XL
72,170.18,XXXL
56,170.18,M
61,170.18,L
58,167.64,M
65,170.18,M
60,165.1,S
67,165.1,L
63,165.1,L
52,162.56,XXS
49,162.56,XXS
58,162.56,XL
49,162.56,XXS
72,162.56,XXXL
64,172.72,L
68,162.56,XL
55,167.64,S
72,182.88,S
65,177.8,L
68,170.18,XL
65,167.64,M
67,165.1,XL
63,162.56,XL
50,157.48,S
86,165.1,XXXL
63,175.26,L
52,162.56,S
56,167.64,M
58,157.48,L
63,167.64,S
56,157.48,M
53,152.4,S
63,157.48,L
80,177.8,XXXL
54,167.64,M
56,160.02,M
49,160.02,XXS
56,170.18,L
49,160.02,XXS
54,170.18,XXS
81,177.8,XXXL
61,162.56,M
58,165.1,S
72,160.02,XXXL
61,167.64,XL
52,162.56,XXS
54,167.64,M
70,165.1,XXXL
68,177.8,L
56,160.02,M
61,172.72,M
53,162.56,S
63,162.56,L
54,170.18,S
54,165.1,S
51,160.02,S
72,170.18,XXXL
55,157.48,M
56,162.56,M
62,175.26,XL
49,165.1,XXS
61,160.02,XL
58,175.26,XXS
52,170.18,M
61,170.18,XL
77,160.02,XXXL
58,157.48,M
56,170.18,M
62,167.64,S
47,165.1,S
60,170.18,M
61,170.18,M
56,170.18,S
87,167.64,XXXL
63,172.72,L
52,157.48,M
63,167.64,M
52,167.64,S
64,172.72,XL
63,165.1,XXXL
64,170.18,L
65,165.1,XXXL
61,170.18,XL
63,165.1,M
63,162.56,L
58,167.64,S
61,167.64,M
68,170.18,XXXL
48,170.18,S
77,167.64,XXXL
56,160.02,M
61,165.1,M
58,167.64,M
61,167.64,L
61,165.1,M
70,167.64,XXXL
49,167.64,S
83,162.56,XXXL
55,162.56,M
58,160.02,M
65,172.72,XL
68,167.64,L
65,165.1,XL
72,172.72,L
61,165.1,L
54,157.48,M
54,154.94,S
56,162.56,S
56,154.94,M
48,154.94,XXS
65,167.64,XL
63,167.64,L
58,175.26,S
56,162.56,M
52,160.02,S
81,180.34,XXXL
88,162.56,XXXL
58,172.72,S
54,167.64,M
63,170.18,M
61,170.18,M
53,162.56,M
70,162.56,XL
79,177.8,XXXL
56,165.1,XL
61,157.48,M
65,170.18,XL
57,165.1,M
67,170.18,XXXL
50,157.48,XXS
54,165.1,XL
54,162.56,M
64,170.18,XL
61,165.1,M
50,160.02,S
63,157.48,XXXL
61,170.18,L
68,172.72,L
65,170.18,M
74,177.8,XXXL
64,170.18,XXXL
58,165.1,M
58,170.18,M
56,165.1,M
57,165.1,M
48,154.94,S
56,167.64,M
54,162.56,M
53,172.72,S
63,172.72,XL
56,170.18,S
65,170.18,XXXL
56,167.64,S
68,175.26,L
61,167.64,XL
54,157.48,M
54,167.64,XL
68,167.64,XL
58,165.1,M
65,177.8,XL
48,154.94,XXS
65,177.8,L
58,165.1,M
51,157.48,XXS
58,167.64,M
57,162.56,XXS
55,162.56,M
58,167.64,S
65,167.64,M
77,175.26,XXXL
49,162.56,M
58,167.64,M
47,157.48,XXS
58,172.72,M
64,172.72,XL
61,172.72,M
56,160.02,M
49,162.56,S
56,160.02,S
56,160.02,S
51,165.1,S
58,167.64,M
122,167.64,XXXL
65,165.1,XXXL
58,165.1,XL
60,162.56,M
77,170.18,XXXL
113,172.72,XXXL
72,175.26,XXXL
56,157.48,M
49,157.48,S
47,165.1,S
63,165.1,L
58,165.1,M
58,157.48,XL
53,154.94,M
49,165.1,S
81,170.18,XXXL
48,157.48,S
48,160.02,S
48,157.48,S
74,160.02,XXXL
68,167.64,XL
77,172.72,XXXL
54,165.1,S
58,165.1,L
58,175.26,S
72,170.18,XXXL
68,170.18,XL
57,162.56,M
55,162.56,XL
68,170.18,XL
61,177.8,M
63,180.34,L
54,165.1,M
61,177.8,M
58,172.72,M
56,167.64,S
52,157.48,M
81,162.56,XL
56,170.18,S
58,162.56,L
79,162.56,XXXL
78,162.56,XXXL
47,157.48,S
56,162.56,M
65,172.72,M
61,175.26,M
63,167.64,M
52,157.48,S
63,167.64,XXXL
68,160.02,XL
72,185.42,XL
63,170.18,L
77,180.34,XXXL
63,172.72,XL
49,160.02,XXS
72,170.18,XXXL
54,165.1,S
72,165.1,L
54,154.94,S
81,172.72,XXXL
58,172.72,M
52,162.56,M
58,160.02,XL
63,175.26,M
48,160.02,S
51,162.56,XXS
54,172.72,XXS
56,177.8,S
58,162.56,M
53,162.56,S
44,152.4,XXS
59,160.02,L
63,170.18,L
57,165.1,M
61,157.48,XL
54,165.1,M
68,167.64,XXXL
61,162.56,M
68,167.64,XXXL
77,162.56,XXXL
58,162.56,M
46,157.48,M
49,157.48,S
83,177.8,XXXL
68,165.1,XXXL
68,160.02,XL
54,170.18,L
69,154.94,XXXL
68,172.72,L
72,170.18,XL
72,172.72,XL
52,170.18,XXS
74,185.42,XL
67,167.64,L
56,162.56,M
86,165.1,XXXL
68,167.64,L
55,162.56,XXS
63,172.72,M
61,177.8,M
56,167.64,S
49,162.56,S
70,162.56,XL
97,162.56,XXXL
49,154.94,XXS
49,154.94,XXS
113,180.34,XXXL
58,172.72,S
47,165.1,XXS
61,167.64,M
47,160.02,S
77,165.1,XXXL
60,165.1,M
52,160.02,S
54,160.02,M
55,170.18,M
62,162.56,L
58,162.56,M
77,165.1,XXXL
56,167.64,M
58,165.1,L
58,157.48,XL
65,175.26,M
81,160.02,XXXL
58,172.72,L
56,162.56,S
61,172.72,M
56,157.48,S
47,157.48,XXS
49,154.94,XXS
61,157.48,L
56,165.1,M
76,177.8,XXXL
50,160.02,M
58,157.48,L
55,165.1,S
79,185.42,XXXL
50,160.02,S
62,172.72,M
49,165.1,M
70,175.26,XL
47,154.94,S
62,172.72,XL
58,160.02,M
57,170.18,M
79,170.18,XXXL
49,172.72,XXS
67,157.48,M
58,154.94,L
68,172.72,M
65,170.18,XL
49,160.02,M
61,175.26,M
56,154.94,M
54,154.94,M
86,167.64,XXXL
63,170.18,M
86,172.72,XXXL
70,165.1,XL
58,165.1,M
52,162.56,S
65,172.72,L
56,162.56,S
58,175.26,XXS
62,170.18,XL
58,167.64,XL
58,162.56,S
62,165.1,M
58,167.64,M
56,160.02,M
63,167.64,XL
63,162.56,XXXL
68,180.34,XL
61,167.64,L
72,172.72,XXXL
65,170.18,L
65,170.18,XL
61,167.64,XL
58,180.34,S
58,172.72,M
65,167.64,L
58,167.64,S
58,170.18,L
76,180.34,XXXL
56,165.1,M
65,160.02,M
58,165.1,M
63,170.18,XL
58,170.18,M
65,177.8,M
77,172.72,XXXL
55,160.02,M
81,170.18,XXXL
56,162.56,S
56,162.56,XL
81,165.1,XXXL
79,175.26,XXXL
58,165.1,S
62,172.72,M
90,165.1,XXXL
51,165.1,S
62,157.48,XL
54,167.64,M
56,165.1,S
53,162.56,S
61,157.48,M
56,162.56,XXS
106,162.56,XXXL
99,160.02,XXXL
65,177.8,L
76,160.02,XXXL
52,167.64,S
65,175.26,M
72,170.18,XL
81,170.18,XXXL
61,172.72,XL
52,162.56,XXS
77,177.8,XXXL
77,162.56,XXXL
45,157.48,XXS
52,160.02,M
58,175.26,M
49,167.64,S
58,162.56,S
67,175.26,M
68,177.8,L
86,162.56,XXXL
58,167.64,M
77,175.26,XXXL
70,165.1,XL
54,162.56,M
56,160.02,S
58,157.48,XL
81,165.1,XXXL
70,172.72,XXXL
57,167.64,S
44,157.48,S
45,152.4,S
81,165.1,XXXL
81,172.72,XXXL
58,167.64,M
83,170.18,XXXL
65,157.48,XL
54,160.02,M
70,167.64,M
56,172.72,S
72,177.8,XL
58,160.02,M
56,172.72,L
56,157.48,L
58,160.02,XL
66,162.56,XL
49,162.56,XXS
74,180.34,XL
77,185.42,XXXL
62,162.56,L
55,167.64,S
74,175.26,XXXL
69,170.18,XXXL
68,157.48,XXXL
58,165.1,M
57,160.02,M
77,165.1,XXXL
57,175.26,M
57,157.48,L
52,154.94,S
58,152.4,M
52,160.02,S
58,167.64,M
68,182.88,L
72,170.18,L
61,162.56,L
63,170.18,L
55,170.18,M
54,160.02,XXS
49,165.1,M
58,170.18,M
63,165.1,S
52,,XXS
65,162.56,L
72,170.18,XL
54,175.26,S
54,167.64,M
61,165.1,S
58,160.02,XXXL
61,167.64,M
50,162.56,S
63,160.02,M
52,160.02,S
60,170.18,M
61,180.34,XL
63,162.56,L
54,165.1,M
54,162.56,M
63,165.1,M
72,170.18,XXXL
68,175.26,XL
49,167.64,S
54,160.02,M
56,162.56,M
58,157.48,L
63,167.64,S
52,160.02,M
63,167.64,XL
74,180.34,XL
68,157.48,XXXL
79,175.26,XXXL
68,175.26,L
53,157.48,XXS
63,165.1,M
53,162.56,XXS
49,165.1,XXS
77,167.64,XXXL
54,165.1,S
61,167.64,XXS
61,170.18,M
52,162.56,M
58,175.26,M
61,152.4,M
72,167.64,XL
77,167.64,XXXL
68,162.56,XL
53,154.94,S
95,175.26,XXXL
53,167.64,S
79,157.48,XXXL
65,165.1,XL
54,157.48,M
50,152.4,S
79,165.1,XXXL
46,147.32,XXS
72,162.56,XXXL
81,170.18,XXXL
70,162.56,XXXL
57,167.64,XL
45,162.56,XXS
68,170.18,XXXL
74,162.56,XXXL
58,162.56,XL
51,154.94,M
67,170.18,XL
55,170.18,M
54,165.1,S
65,172.72,XL
58,165.1,M
81,167.64,XXXL
58,170.18,L
61,167.64,M
63,167.64,XL
72,182.88,XL
68,167.64,XL
53,160.02,M
60,165.1,M
53,175.26,M
54,160.02,M
81,177.8,XXXL
56,162.56,M
47,154.94,S
49,162.56,S
58,160.02,M
63,175.26,L
81,162.56,XXXL
63,165.1,XL
68,167.64,XXXL
61,175.26,XL
56,167.64,S
79,175.26,M
51,157.48,M
53,167.64,XXS
72,162.56,XXXL
77,180.34,XL
68,177.8,XL
52,160.02,S
54,157.48,M
54,160.02,S
61,170.18,L
48,154.94,M
72,167.64,XXXL
52,160.02,S
52,162.56,XXS
58,170.18,M
63,187.96,L
61,162.56,S
56,165.1,S
56,170.18,S
58,170.18,L
65,162.56,M
56,167.64,S
62,162.56,XL
63,162.56,XXXL
57,162.56,XL
47,152.4,XXS
58,167.64,L
50,154.94,M
54,172.72,S
72,170.18,XXXL
53,160.02,S
54,167.64,S
53,157.48,S
62,165.1,L
72,157.48,XXXL
58,165.1,M
58,167.64,L
45,149.86,XXS
68,167.64,L
56,160.02,M
61,154.94,L
62,167.64,M
63,172.72,L
54,160.02,S
58,167.64,M
61,175.26,S
58,165.1,L
61,170.18,M
61,167.64,S
63,162.56,L
54,157.48,M
56,157.48,S
60,167.64,M
62,170.18,M
56,167.64,M
56,167.64,S
50,157.48,XXS
63,172.72,M
57,162.56,M
58,167.64,S
71,182.88,XXXL
63,152.4,XL
50,165.1,XXS
65,172.72,XL
72,172.72,XXXL
56,167.64,M
58,162.56,L
62,157.48,M
88,170.18,XXXL
61,165.1,L
49,157.48,XXS
63,172.72,M
83,172.72,XXXL
52,154.94,L
72,167.64,XXXL
68,157.48,XL
55,157.48,S
54,157.48,S
56,170.18,S
56,167.64,S
52,154.94,S
55,160.02,M
57,177.8,S
56,165.1,M
53,162.56,XL
86,172.72,XXXL
63,167.64,XL
54,167.64,XXS
56,167.64,S
54,175.26,M
58,172.72,M
63,172.72,XL
61,162.56,L
54,167.64,S
83,170.18,XXXL
61,167.64,XXXL
65,175.26,L
65,162.56,XXXL
58,167.64,M
72,154.94,XXXL
55,170.18,S
70,162.56,XL
56,172.72,XL
56,162.56,M
54,157.48,S
54,152.4,M
56,160.02,S
49,172.72,XXS
55,170.18,M
58,167.64,M
52,152.4,S
58,175.26,L
43,149.86,S
58,160.02,M
58,160.02,M
61,157.48,L
58,177.8,L
51,162.56,XXS
62,172.72,M
58,157.48,M
50,157.48,S
56,170.18,XL
68,167.64,L
61,165.1,M
68,170.18,L
74,170.18,XXXL
53,162.56,S
76,170.18,XXXL
59,167.64,XL
79,180.34,XXXL
57,172.72,S
65,162.56,M
63,172.72,XXXL
68,165.1,XL
58,167.64,M
68,177.8,M
54,162.56,XXS
61,167.64,M
58,170.18,M
68,165.1,XXXL
58,175.26,M
74,170.18,L
62,162.56,M
68,172.72,L
49,157.48,XXS
48,162.56,XXS
52,157.48,M
81,172.72,XL
62,165.1,M
62,167.64,L
58,165.1,M
74,170.18,XL
65,172.72,L
52,160.02,S
49,162.56,XXS
65,170.18,XL
56,162.56,L
52,167.64,XXS
55,167.64,S
65,160.02,XL
68,162.56,XL
61,175.26,L
63,162.56,L
68,165.1,XL
58,165.1,L
47,157.48,XXS
59,177.8,XL
61,170.18,S
63,175.26,M
63,177.8,L
66,162.56,XXXL
49,170.18,XXS
62,175.26,L
47,154.94,S
74,167.64,XXXL
74,165.1,XXXL
61,157.48,L
56,167.64,M
67,154.94,XL
61,160.02,M
56,157.48,L
52,170.18,M
57,167.64,XL
78,177.8,L
63,165.1,XXXL
57,162.56,S
64,167.64,L
74,172.72,XXXL
49,162.56,XXS
68,175.26,M
52,160.02,M
56,160.02,M
56,162.56,XL
77,172.72,XXXL
65,170.18,XL
56,162.56,L
59,162.56,XL
58,154.94,M
72,172.72,XL
68,165.1,XL
65,170.18,XL
65,172.72,XL
65,167.64,XL
56,167.64,S
61,160.02,M
70,170.18,XL
79,160.02,XXXL
68,157.48,XXXL
58,177.8,M
58,162.56,L
74,175.26,XXXL
65,177.8,M
54,162.56,S
58,167.64,M
63,157.48,XXXL
77,175.26,XXXL
51,157.48,S
79,157.48,XXXL
52,162.56,S
52,160.02,M
64,175.26,L
72,152.4,XXXL
81,172.72,XXXL
52,157.48,S
60,170.18,M
48,152.4,XXS
56,177.8,S
81,162.56,XXXL
65,165.1,L
68,177.8,XL
56,162.56,M
90,160.02,XXXL
68,170.18,XL
58,175.26,M
57,170.18,S
56,157.48,M
56,170.18,S
52,162.56,S
74,170.18,XXXL
65,172.72,L
65,175.26,L
63,167.64,L
56,167.64,S
68,175.26,L
79,154.94,XXXL
56,160.02,S
82,165.1,XXXL
70,165.1,XL
95,165.1,XXXL
68,160.02,L
61,167.64,L
51,154.94,S
68,167.64,XL
58,162.56,M
53,160.02,M
68,175.26,L
63,167.64,L
63,172.72,M
53,165.1,S
58,167.64,M
70,177.8,XL
54,167.64,S
58,167.64,M
54,157.48,S
77,170.18,XL
60,162.56,M
62,162.56,L
68,162.56,XXXL
63,167.64,M
54,162.56,L
47,152.4,XXS
52,157.48,S
74,157.48,XL
57,157.48,XXS
70,172.72,XXXL
68,175.26,M
52,160.02,S
63,172.72,S
61,165.1,L
47,165.1,XXS
70,167.64,XXXL
65,172.72,XXXL
68,167.64,XXXL
63,175.26,L
54,170.18,XXS
61,162.56,XXXL
61,165.1,L
58,167.64,M
97,162.56,XXXL
61,165.1,M
49,162.56,XXS
56,170.18,M
58,170.18,S
54,165.1,XXS
52,162.56,S
55,172.72,S
77,177.8,XXXL
68,157.48,XXXL
64,157.48,L
57,175.26,M
63,167.64,M
56,162.56,S
77,165.1,XXXL
52,160.02,S
72,175.26,XXXL
63,165.1,XL
61,162.56,M
58,152.4,L
57,172.72,S
65,162.56,L
45,157.48,XXS
71,157.48,XXXL
65,162.56,L
68,177.8,XL
54,175.26,XXS
49,162.56,S
58,177.8,M
53,154.94,S
65,170.18,XXXL
66,167.64,XL
52,160.02,XXS
58,170.18,L
62,160.02,L
70,167.64,XL
55,167.64,S
58,170.18,M
54,162.56,S
54,157.48,M
67,175.26,XL
63,167.64,L
56,165.1,M
53,157.48,S
68,157.48,L
56,162.56,M
69,160.02,XXXL
56,162.56,XXS
58,162.56,L
61,170.18,M
49,147.32,S
58,167.64,M
62,172.72,M
65,170.18,XL
61,175.26,L
72,177.8,XL
57,154.94,M
63,165.1,S
61,160.02,M
60,162.56,M
65,167.64,L
68,172.72,XXXL
48,160.02,S
68,165.1,XL
55,167.64,S
47,165.1,XXS
63,170.18,XL
52,154.94,S
65,154.94,XL
77,175.26,XXXL
77,162.56,XL
65,175.26,XL
107,160.02,XXXL
61,167.64,L
58,162.56,M
61,165.1,M
58,167.64,XL
61,167.64,M
49,152.4,XL
52,162.56,S
86,172.72,XXXL
54,167.64,S
52,157.48,S
81,172.72,XXXL
56,162.56,M
52,157.48,M
63,167.64,XL
61,177.8,M
58,157.48,M
63,167.64,M
61,177.8,M
45,154.94,XXS
72,157.48,XXXL
68,165.1,XXXL
65,170.18,XXXL
61,162.56,XL
65,165.1,XL
52,167.64,XXS
53,157.48,S
74,162.56,XXXL
61,170.18,XL
55,154.94,M
62,160.02,L
62,167.64,XXXL
61,170.18,L
56,172.72,S
53,167.64,M
63,167.64,M
61,152.4,L
68,162.56,XXXL
61,160.02,L
45,157.48,XXS
64,170.18,L
63,167.64,M
72,170.18,XL
63,172.72,L
74,160.02,XXXL
61,170.18,L
47,154.94,XXS
65,172.72,L
60,175.26,L
70,175.26,L
61,152.4,M
47,157.48,S
58,160.02,M
50,170.18,XXS
58,172.72,M
65,167.64,L
68,175.26,XL
51,160.02,S
77,172.72,XXXL
65,167.64,L
65,180.34,L
61,160.02,S
57,177.8,XXS
58,170.18,M
71,175.26,L
56,160.02,S
51,149.86,S
52,157.48,S
65,175.26,M
61,170.18,S
71,160.02,XXXL
59,162.56,XXXL
68,157.48,XXXL
61,175.26,L
49,160.02,S
64,175.26,M
50,167.64,XXS
61,172.72,M
52,157.48,M
51,162.56,XXS
62,157.48,XL
54,,M
68,160.02,XXXL
49,167.64,S
61,157.48,L
54,157.48,L
88,170.18,XXXL
56,167.64,S
62,157.48,XXXL
52,160.02,XXS
49,162.56,S
52,157.48,S
77,170.18,XXXL
56,167.64,M
51,177.8,S
58,170.18,M
56,165.1,S
68,175.26,XXXL
56,160.02,M
74,167.64,XXXL
58,160.02,S
54,170.18,XXS
74,177.8,XXXL
49,154.94,XXS
54,157.48,L
54,160.02,S
65,165.1,XXXL
58,162.56,M
68,167.64,XXXL
63,154.94,L
63,160.02,S
54,172.72,M
70,167.64,XL
86,157.48,XXXL
68,177.8,L
53,160.02,M
63,157.48,XXXL
47,160.02,S
68,170.18,XL
49,167.64,S
52,157.48,M
68,162.56,L
77,177.8,XXXL
65,160.02,XXXL
73,167.64,XXXL
61,162.56,L
58,162.56,S
65,160.02,M
83,160.02,XXXL
65,162.56,XL
81,167.64,XXXL
58,170.18,L
63,160.02,L
74,160.02,XXXL
60,165.1,S
47,157.48,XXS
58,175.26,XL
65,162.56,XL
58,167.64,M
63,165.1,XL
49,162.56,XXS
61,167.64,L
55,165.1,S
58,162.56,XL
56,162.56,XXXL
55,160.02,S
58,162.56,M
58,170.18,S
49,157.48,XXS
52,157.48,S
65,157.48,XL
61,157.48,L
61,162.56,M
58,167.64,L
58,172.72,M
61,177.8,M
56,170.18,S
52,162.56,M
74,170.18,XL
58,162.56,M
56,162.56,S
49,157.48,S
58,162.56,M
53,160.02,S
52,162.56,S
99,177.8,XXXL
57,162.56,S
79,165.1,XXXL
65,165.1,XXXL
77,175.26,XXXL
63,175.26,XL
65,167.64,XL
56,154.94,M
48,152.4,S
61,167.64,L
81,170.18,XXXL
68,170.18,XXXL
77,167.64,XL
58,162.56,M
68,172.72,L
58,162.56,S
68,170.18,XL
72,162.56,XXXL
54,154.94,XXS
70,170.18,XXXL
65,172.72,L
55,160.02,M
68,175.26,L
70,175.26,XL
56,172.72,M
